0,1,2,3
,C4H9ONO2,1.6 ×10−2,Hilal et al. (2008) Q
,(isobutyl nitrate),,
,[543-29-3],,
,1-pentyl nitrate,6.6×10−3,6300 Hauff et al. (1998) M
,C5H11ONO2,1.2×10−2,Kames and Schurath (1992) M 9
,(amyl nitrate),4.0 10−3×,Hauff et al. (1998) V
,[1002-16-0],1.3×10−2,Hilal et al. (2008) Q
,,,6300 Kühne et al. (2005) Q
,,,6300 Kühne et al. (2005) ?
,2-pentyl nitrate,3.7×10−3,6400 Staudinger and Roberts (2001) L
,C5H11ONO2,3.7×10−3,5100 Hauff et al. (1998) M
,[21981-48-6],3.6×10−3,6300 Kames and Schurath (1992) M
,,4.8×10−3,Hauff et al. (1998) V
,,9.5 10−3×,Hilal et al. (2008) Q
,,,5300 Kühne et al. (2005) Q
,,,5100 Kühne et al. (2005) ?
,3-pentyl nitrate,3.8×10−3,5300 Hauff et al. (1998) M
,C5H13ONO2,4.9×10−3,Hauff et al. (1998) V
,[82944-59-0],9.2 10−3×,Hilal et al. (2008) Q
,,,5300 Kühne et al. (2005) Q
,,,5300 Kühne et al. (2005) ?
,3-methyl-1-butanol nitrate,5.0 10−3×,5900 Hauff et al. (1998) M
,C5H11ONO2,1.2 ×10−2,Hilal et al. (2008) Q
,(isoamyl nitrate),,6300 Kühne et al. (2005) Q
,[543-87-3],,5900 Kühne et al. (2005) ?
,pentaerythritol tetranitrate,7.6×103,HSDB (2015) V
,C5H8N4O12,8.2×105,"Zhang et al. (2010) Q 107, 108"
,[78-11-5],1.1 ×104,"Zhang et al. (2010) Q 107, 109"
,,7.9×104,"Zhang et al. (2010) Q 107, 110"
,,3.6×103,"Zhang et al. (2010) Q 107, 111"
,1-hexyl nitrate,7.6×10−3,6700 Hauff et al. (1998) M
,C 6 H 13 ONO2,3.6×10−3,Hauff et al. (1998) V
,[20633-11-8],9.5 10−3×,Hilal et al. (2008) Q
,,,6600 Kühne et al. (2005) Q
,,,6700 Kühne et al. (2005) ?
,2-nitrooxyethanol,3.9×10,Sander et al. (2011) L
,HOC2H4ONO2,3.9×102,Sander et al. (2006) L
,[16051-48-2],3.8×102,8600 Shepson et al. (1996) M
,,3.9 ×102,Kames and Schurath (1992) M 9
,,1.7 ×102,Hilal et al. (2008) Q
,,,9200 Kühne et al. (2005) Q
,,,8700 Kühne et al. (2005) ?
,1-nitrooxy-2-propanol,6.6 101×,Sander et al. (2011) L
,C3H7O4N,6.6 ×101,Sander et al. (2006) L
,[20266-65-3],1.1×102,10000 Shepson et al. (1996) M
,,6.6 101×,"Kames and Schurath (1992) M 225, 9"
,,7.2 ×101,"Kames and Schurath (1992) M 225, 9"
,,9.5 ×101,Hilal et al. (2008) Q
,2-nitrooxy-1-propanol,7.2×101,Sander et al. (2011) L
,C3H7O4N,7.2×101,Sander et al. (2006) L
,[20266-74-4],4.4×101,8800 Shepson et al. (1996) M
,,6.6 101×,"Kames and Schurath (1992) M 225, 9"
,,7.2×101,"Kames and Schurath (1992) M 225, 9"
,,8.6 101×,Hilal et al. (2008) Q
,1-nitrooxy-2-butanol,8.9 ×101,Treves et al. (2000) M 119
,C4H9O4N,5.7×101,9200 Shepson et al. (1996) M
,[147794-11-4],6.1×101,Hilal et al. (2008) Q
,2-nitrooxy-1-butanol,8.8×101,Treves et al. (2000) M 119
,C4H9O4N,5.9×101,9600 Shepson et al. (1996) M
,[147794-12-5],6.0 ×101,Hilal et al. (2008) Q
,2-nitrooxy-3-butanol,1.0×102,9500 Shepson et al. (1996) M
,C4H9O4N,5.4×101,Hilal et al. (2008) Q
,[147794-10-3],,
,3-nitrooxy-1-butanol,1.4×102,Treves et al. (2000) M 119
,C4H9O4N,,
,4-nitrooxy-1-butanol,2.9 102×,Treves et al. (2000) M 119
,C4H9O4N,,
,4-nitrooxy-2-butanol,1.3 102×,Treves et al. (2000) M 119
,C4H9O4N,,
,4-nitrooxy-1-pentanol,2.0 ×102,Treves et al. (2000) M 119
,C5H11O4N,,
,5-nitrooxy-2-pentanol,3.6 ×102,Treves et al. (2000) M 119
,C5H11O4N,,
,1-nitrooxy-2-propanone,1.0 101×,Sander et al. (2011) L
,CH3COCH2ONO2,1.0×101,Sander et al. (2006) L
,(nitrooxyacetone),1.0×101,Kames and Schurath (1992) M 9
,[6745-71-7],1.2×102,Hilal et al. (2008) Q
,"1,2-ethanediol dinitrate",6.3,Sander et al. (2011) L
,O3NCH2CH2ONO2,6.3,Sander et al. (2006) L
,"(1,2-ethane dinitrate)",7.8 10−1×,Fischer and Ballschmiter (1998b) M 226
,[628-96-6],6.3,Kames and Schurath (1992) M 9
,,8.2,Hilal et al. (2008) Q
,"1,2-propanediol dinitrate",1.7,Sander et al. (2011) L
,C3H6(ONO2)2,1.7,Sander et al. (2006) L
,"(1,2-propane dinitrate)",3.2 ×10−1,Fischer and Ballschmiter (1998b) M 226
,[6423-43-4],1.7,Kames and Schurath (1992) M 9
,,1.0 101×,HSDB (2015) Q 38
,,2.7,Hilal et al. (2008) Q
,"1,3-propanediol dinitrate",1.3,Fischer and Ballschmiter (1998b) M 226
,C3H6N2O6,4.4,Hilal et al. (2008) Q
,[3457-90-7],,
,"1,2,3-propanetriol trinitrate",2.3 ×102,HSDB (2015) V
,C3H5N3O9,3.9×101,Hilal et al. (2008) Q
,(nitroglycerin),,
,[55-63-0],,
,"1,2-butanediol dinitrate",2.1×10−1,Fischer and Ballschmiter (1998b) M 226
,C4H8N2O6,,
,[20820-41-1],,
,"1,3-butanediol dinitrate",5.7×10−1,Fischer and Ballschmiter (1998b) M 226
,C4H8N2O6,,
,[6423-44-5],,
,"1,4-butanediol dinitrate",1.6,Fischer and Ballschmiter (1998b) M 226
,C4H8N2O6,2.7,Hilal et al. (2008) Q
,[3457-91-8],,
,"2,3-butanediol dinitrate",1.2×10−1,Fischer and Ballschmiter (1998b) M 226
,C4H8N2O6,,
,[6423-45-6],,
,"1,2-pentanediol dinitrate",1.3×10−1,Fischer and Ballschmiter (1998b) M 226
,C5H10N2O6,,
,[89365-05-9],,
,"1,4-pentanediol dinitrate",3.9 10−1×,Fischer and Ballschmiter (1998b) M 226
,C5H10N2O6,,
,[25385-63-1],,
,"1,5-pentanediol dinitrate",1.2,Fischer and Ballschmiter (1998b) M 226
,C5H10N2O6,,
,[3457-92-9],,
,"(2R,4S)-2,4-pentanediol dinitrate",2.2×10−1,Fischer and Ballschmiter (1998b) M 226
,C5H10N2O6,,
,"(cis-2,4-pentanediol dinitrate)",,
,[208252-05-5],,
,"(2R,4R)-2,4-pentanediol dinitrate",1.4×10,Fischer and Ballschmiter (1998b) M 226
,C5H10N2O6,,
,"(trans-2,4-pentanediol dinitrate)",,
,[208252-04-4],,
,"1,2-hexanediol dinitrate",9.6 10−2×,Fischer and Ballschmiter (1998b) M 226
,C6H12N2O6,,
,[110539-07-6],,
,"1,5-hexanediol dinitrate",2.7 10−1×,Fischer and Ballschmiter (1998b) M 226
,C6H12N2O6,,
,[206443-83-6],,
,"1,6-hexanediol dinitrate",1.5,Fischer and Ballschmiter (1998b) M 226
,C6H12N2O6,,
,[3457-93-0],,
,"2,5-hexanediol dinitrate",3.1×10−1,Fischer and Ballschmiter (1998b) M 226
,C6H12N2O6,,
,[99115-63-6],,
,"(1R,2S)-1,2-cyclohexanediol dinitrate",1.3,Fischer and Ballschmiter (1998b) M 226
,C6H10N2O6,,
,"(cis-1,2-cyclohexanediol dinitrate)",,
,[32342-28-2],,
,"(1R,2R)-1,2-cyclohexanediol dinitrate",5.2 10−1×,Fischer and Ballschmiter (1998b) M 226
,C6H10N2O6,,
,"(trans-1,2-cyclohexanediol dinitrate)",,
,[32342-29-3],,
,"(1R,3S)-1,3-cyclohexanediol dinitrate",3.4,Fischer and Ballschmiter (1998b) M 226
,C6H10N2O6,,
,"(cis-1,3-cyclohexanediol dinitrate)",,
,[170994-36-2],,
,"(1R,3R)-1,3-cyclohexanediol dinitrate",6.8 10−1×,Fischer and Ballschmiter (1998b) M 226
,C6H10N2O6,,
,"(trans-1,3-cyclohexanediol dinitrate)",,
,[170994-41-9],,
,"1,7-heptanediol dinitrate",1.1,Fischer and Ballschmiter (1998b) M 226
,C7H14N2O6,,
,[3457-94-1],,
,"(1R,2R)-1,2-cycloheptanediol dinitrate",8.8 10−1×,Fischer and Ballschmiter (1998b) M 226
,C7H12N2O6,,
,"(trans-1,2-cycloheptanediol dinitrate)",,
,[208252-06-6],,
,"1,2-octanediol dinitrate",5.2 10−2×,Fischer and Ballschmiter (1998b) M 226
,C8H16N2O6,,
,[121222-48-8],,
,"1,8-octanediol dinitrate",7.8×10,Fischer and Ballschmiter (1998b) M 226
,C8H16N2O6,,
,[3457-95-2],,
,"1,2-decanediol dinitrate",2.0 ×10−2,Fischer and Ballschmiter (1998b) M 226
,C10H20N2O6,,
,[60123-40-2],,
,"1,10-decanediol dinitrate",4.3×10−1,Fischer and Ballschmiter (1998b) M 226
,C10H20N2O6,,
,[3457-97-4],,
,diethylene glycol dinitrate,2.5×101,HSDB (2015) V
,C 4 H 8 N 2 O7,1.1 ×102,Hilal et al. (2008) Q
,[693-21-0],,
,peroxyacetyl nitrate,2.9 10−2×,5700 Warneck and Williams (2012) L
,CH3COOONO2,2.8 ×10−2,5700 Sander et al. (2011) L
,(PAN),2.8×10−2,5700 Sander et al. (2006) L
,[2278-22-0],2.9 10−2×,5800 Leu and Zhang (1999) L
,,4.0 ×10−2,Kames and Schurath (1995) M 9
,,2.8 10−2×,6500 Kames et al. (1991) M
,,4.9×10−2,Holdren et al. (1984) M 147
,,3.6 10−2×,Gaffney and Senum (1984) X 153
,,2.9 10−2×,5900 Pandis and Seinfeld (1989) C
,,3.6×10−2,Schwartz (1986) C 31
,,2.2,Hilal et al. (2008) Q
,,,4800 Kühne et al. (2005) Q
,,,6300 Kühne et al. (2005) ?
,,,Warneck et al. (1996) ? 227
,,,Schurath et al. (1996) W 228
,peroxypropionyl nitrate,2.9×10−2,Kames and Schurath (1995) M 9
,C2H5COOONO2,,Warneck et al. (1996) ? 227
,(PPN),,Schurath et al. (1996) W 229
,[5796-89-4],,
,nitro butaneperoxoate,2.3 ×10−2,Kames and Schurath (1995) M 9
,C3H7COOONO2,,Warneck et al. (1996) ? 227
,(PnBN),,Schurath et al. (1996) W 230
,[27746-48-1],,
,peroxy-2-propenoyl nitrate,1.7 10−2×,Kames and Schurath (1995) M 9
,CH2C(CH3)COOONO2,,Warneck et al. (1996) W 227
,(peroxymethacryloyl nitrate; MPAN),,Schurath et al. (1996) W 231
,[88181-75-3],,
,peroxy-isobutyryl nitrate,9.9 10−3×,Kames and Schurath (1995) M 9
,C3H7COOONO2,,Warneck et al. (1996) ? 227
,(PiBN),,Schurath et al. (1996) W 232
,[65424-60-4],,
,N,itriles wit,"h oxygen (C, H, O, N)"
,isocyanic acid,2.1 ×10−1,Roberts et al. (2011) M
,HNCO,,
,[75-13-8],,
,hydroxyacetonitrile,1.3,HSDB (2015) Q 38
,C2H3NO,,
,(glycolonitrile),,
,[107-16-4],,
,2-hydroxypropanenitrile,1.0,HSDB (2015) Q 38
,C3H5NO,,
,[78-97-7],,
,3-hydroxypropanenitrile,2.3 104×,HSDB (2015) V
,C3H5NO,,
,(ethylene cyanohydrin),,
,[109-78-4],,
,"cyanoethanoic acid, ethyl ester",3.4 ×101,HSDB (2015) V
,C5H7NO2,7.7×101,Hilal et al. (2008) Q
,[105-56-6],,
,2-hydroxybenzoic acid nitrile,2.8 ×101,Hilal et al. (2008) Q
,C7H5NO,,
,(2-cyanophenol),,
,[611-20-1],,
,3-hydroxybenzoic acid nitrile,4.0×104,Hilal et al. (2008) Q
,C7H5NO,3.3×105,Nirmalakhandan et al. (1997) Q
,(3-cyanophenol),3.8×103,Abraham et al. (1990) ?
,[873-62-1],,
,4-hydroxybenzoic acid nitrile,1.4×104,Hilal et al. (2008) Q
,C7H5NO,3.3×105,Nirmalakhandan et al. (1997) Q
,(4-cyanophenol),1.2 ×104,Abraham et al. (1990) ?
,[767-00-0],,
,"1,1’,1”-nitrilotris-2-propanol",1.0 ×106,HSDB (2015) Q 182
,C9H21NO3,,
,(triisopropanolamine),,
,[122-20-3],,
,cyometrinil,1.1 104×,MacBean (2012a) ?
,C10H7N3O,,
,[78370-21-5],,
,fenpropathrin,5.5 ×10−2,HSDB (2015) V
,C22H23NO3,1.7×101,Siebers and Mattusch (1996) V 9
,[39515-41-8],,
,,Nitro co,mpounds (RNO2)
,nitromethane,3.4 ×10−1,4000 Sander et al. (2011) L
,CH 3 NO2,3.4 ×10−1,4000 Sander et al. (2006) L
,[75-52-5],3.5×10−1,4000 Beneš and Dohnal (1999) M
,,3.6×10−1,Park et al. (1987) M
,,4.5×10−1,Rohrschneider (1973) M
,,3.5 10−1×,Gaffney and Senum (1984) X 153
,,3.4×10−1,Hilal et al. (2008) Q
,,,3700 Kühne et al. (2005) Q
,,7.3 10−2×,Nirmalakhandan et al. (1997) Q
,,,3500 Kühne et al. (2005) ?
,,3.4 ×10−2,Yaws (1999) ?
,,3.6 10−2×,Yaws and Yang (1992) ? 92
,,3.6×10−1,Abraham et al. (1990) ?
,nitromethane-13C,4.8×10−1,5000 Hiatt (2013) M
,CH3NO2,,
,[32480-00-5],,
,nitroethane,2.1 10−1×,4400 Sander et al. (2011) L
,C2H5NO2,2.1 ×10−1,4400 Sander et al. (2006) L
,[79-24-3],2.2 ×10−1,4400 Beneš and Dohnal (1999) M
,,1.4,Friant and Suffet (1979) M 23
,,1.9 10−1×,Hwang et al. (1992) V
,,2.1×10−1,Hine and Mookerjee (1975) V
,,2.1 10−1×,Gaffney and Senum (1984) X 153
,,2.2×10−1,Hilal et al. (2008) Q
,,,4100 Kühne et al. (2005) Q
,,6.1×10−2,Nirmalakhandan et al. (1997) Q
,,,4200 Kühne et al. (2005) ?
,,2.1×10−1,Abraham et al. (1990) ?
,1-nitropropane,1.3 10−1×,4700 Sander et al. (2011) L
,C3H7NO2,1.3×10−1,4700 Sander et al. (2006) L
,[108-03-2],1.3 10−1×,4700 Beneš and Dohnal (1999) M
,,1.1×10−1,Hine and Mookerjee (1975) V
,,1.5 ×10−1,Hilal et al. (2008) Q
,,,4400 Kühne et al. (2005) Q
,,4.7 10−2×,Nirmalakhandan et al. (1997) Q
,,,4400 Kühne et al. (2005) ?
,,1.6×10−1,"Yaws and Yang (1992) ? 92, 9"
,,1.1×10−1,Abraham et al. (1990) ?
,2-nitropropane,8.3 10−2×,4500 Sander et al. (2011) L
,CH3CH(NO2)CH3,8.3×10−2,4500 Sander et al. (2006) L
,[79-46-9],8.4 10−2×,4500 Beneš and Dohnal (1999) M
,,8.3 10−2×,HSDB (2015) V
,,8.0 ×10−2,Hine and Mookerjee (1975) V
,,7.2 ×10−2,Hilal et al. (2008) Q
,,,4400 Kühne et al. (2005) Q
,,4.1 10−2×,Nirmalakhandan et al. (1997) Q
,,,4400 Kühne et al. (2005) ?
,,1.1×10,"Yaws and Yang (1992) ? 92, 9"
,,8.0×10−2,Abraham et al. (1990) ?
,1-nitrobutane,9.7×10−2,Hilal et al. (2008) Q
,C4H9NO2,3.7 ×10−2,Nirmalakhandan et al. (1997) Q
,[627-05-4],7.5 ×10−2,Abraham et al. (1990) ?
,tert-butylnitrite,7.9 −3×10,Hilal et al. (2008) Q
,C4H9NO2,,
,[540-80-7],,
,1-nitropentane,4.7 ×10−2,Amoore and Buttery (1978) V
,C5H11NO2,6.0 ×10−2,Hilal et al. (2008) Q
,[628-05-7],2.9 ×10−2,Nirmalakhandan et al. (1997) Q
,,4.7×10−2,Abraham et al. (1990) ?
,tris(hydroxymethyl)ethane trinitrate,2.2 103×,"Zhang et al. (2010) Q 107, 108"
,C5H9N3O9,1.4×102,"Zhang et al. (2010) Q 107, 109"
,[3032-55-1],2.4×103,"Zhang et al. (2010) Q 107, 110"
,,3.4 ×101,"Zhang et al. (2010) Q 107, 111"
,1-nitrohexane,4.5×10−2,Hilal et al. (2008) Q
,C6H13NO2,,
,[646-14-0],,
,nitrocyclohexane,2.4 10−1×,Hilal et al. (2008) Q
,C6H11NO2,,
,[1122-60-7],,
,2-nitroethanol,1.6×102,Hilal et al. (2008) Q
,C2H5NO3,,
,[625-48-9],,
,1-nitro-2-propanol,7.9 ×101,Hilal et al. (2008) Q
,C3H7NO3,,
,[3156-73-8],,
,2-nitro-1-propanol,9.9 101×,Hilal et al. (2008) Q
,C3H7NO3,,
,[2902-96-7],,
,1-nitro-2-butanol,7.3 ×101,Hilal et al. (2008) Q
,C4H9NO3,,
,[3156-74-9],,
,2-nitro-1-butanol,7.5 101×,Hilal et al. (2008) Q
,C4H9NO3,,
,[609-31-4],,
,3-nitro-2-butanol,5.7 ×101,Hilal et al. (2008) Q
,C4H9NO3,,
,[6270-16-2],,
,nitroguanidine,2.2×1010,HSDB (2015) V
,CH4N4O2,,
,[556-88-7],,
,tetranitromethane,4.1×10,HSDB (2015) V
,CN4O8,,
,[509-14-8],,
,N-methyl-N’-nitro-N-nitrosoguanidine,8.2×106,HSDB (2015) Q 38
,C2H5N5O3,,
,[70-25-7],,
,"2-(hydroxymethyl)-2-nitro-1,3-",2.1 106×,HSDB (2015) Q 38
,propanediol,,
,C4H9NO5,,
,[126-11-4],,
,nitrobenzene,6.4 10−1×,7500 Hiatt (2013) M
,C6H5NO2,1.4×10−1,Zhang et al. (2013) M
,[98-95-3],2.3×10−2,11000 Dewulf et al. (1999) M 233
,,1.2,Altschuh et al. (1999) M
,,1.4×10−1,Hellmann (1987) M 31
,,4.1 ×10−1,Warner et al. (1980) M
,,4.8×10−1,6400 Bernauer et al. (2006) V
,,7.7 10−1×,Mackay et al. (2006d) V
,,4.2 10−1×,Lide and Frederikse (1995) V
,,7.7 10−1×,Mackay et al. (1995) V
,,4.6×10−1,Hwang et al. (1992) V
,,7.8 ×10−1,Yoshida et al. (1983) V
,,4.3×10−1,Warner et al. (1980) V
,,4.2 10−1×,Hine and Mookerjee (1975) V
,,4.7×10−1,4500 Goldstein (1982) X 116
,,4.2×10−1,Hilal et al. (2008) C
,,4.1 10−1×,Schüürmann (2000) C 7
,,7.5×10−1,Mackay et al. (1995) C
,,7.5 ×10−1,Ryan et al. (1988) C
,,4.1×10−1,Shen (1982) C
,,2.2×10−1,Hilal et al. (2008) Q
,,,4600 Kühne et al. (2005) Q
,,3.3,Nirmalakhandan et al. (1997) Q
,,,5600 Kühne et al. (2005) ?
,,4.2 ×10−1,Abraham et al. (1990) ?
,nitrobenzene-d5,8.5 10−1×,7500 Hiatt (2013) M
,C6D5NO2,,
,[4165-60-0],,
,2-nitrotoluene,7.9 ×10−1,Altschuh et al. (1999) M
,C6H4(NO2)CH3,2.7×10−1,Mackay et al. (2006d) V
,[88-72-2],1.9×10−1,Schüürmann (2000) V
,,1.8×10−1,Lide and Frederikse (1995) V
,,2.7×10−1,Mackay et al. (1995) V
,,1.7 10−1×,Hine and Mookerjee (1975) V
,,7.7 ×10−2,2900 Goldstein (1982) X 116
,,4.2 10−1×,"Zhang et al. (2010) Q 107, 108"
,,2.4 10−1×,"Zhang et al. (2010) Q 107, 109"
,,2.5×10,"Zhang et al. (2010) Q 107, 110"
,,1.8×10−1,"Zhang et al. (2010) Q 107, 111"
,,4.2×10−1,"Zhang et al. (2010) Q 107, 108"
,,2.4 ×10−1,"Zhang et al. (2010) Q 107, 109"
,,2.2 ×10−1,"Zhang et al. (2010) Q 107, 110"
,,1.8 ×10−1,"Zhang et al. (2010) Q 107, 111"
,,1.4 10−1×,Hilal et al. (2008) Q
,,,4900 Kühne et al. (2005) Q
,,2.3,Nirmalakhandan et al. (1997) Q
,,,5900 Kühne et al. (2005) ?
,,1.7×10−1,Abraham et al. (1990) ?
,3-nitrotoluene,1.1,Altschuh et al. (1999) M
,C6H4(NO2)CH3,2.8×10−1,Li and Carr (1993) M
,[99-08-1],1.3×10−1,Mackay et al. (2006d) V
,,1.3×10−1,Mackay et al. (1995) V
,,1.4×10−1,Hine and Mookerjee (1975) V
,,1.4 10−1×,3200 Goldstein (1982) X 116
,,4.2×10−1,"Zhang et al. (2010) Q 107, 108"
,,2.5 −1×10,"Zhang et al. (2010) Q 107, 109"
,,4.1 10−1×,"Zhang et al. (2010) Q 107, 110"
,,1.8 10−1×,"Zhang et al. (2010) Q 107, 111"
,,1.8 −1×10,Hilal et al. (2008) Q
,,,4900 Kühne et al. (2005) Q
,,2.3,Nirmalakhandan et al. (1997) Q
,,,4900 Kühne et al. (2005) ?
,,1.4 ×10−1,Abraham et al. (1990) ?
,4-nitrotoluene,1.8,Altschuh et al. (1999) M
,C6H4(NO2)CH3,2.8,Mackay et al. (2006d) V
,[99-99-0],2.0 10−1×,Lide and Frederikse (1995) V
,,2.8,Mackay et al. (1995) V
,,1.6 10−1×,3100 Goldstein (1982) X 116
,,4.2×10−1,"Zhang et al. (2010) Q 107, 108"
,,2.8 ×10−1,"Zhang et al. (2010) Q 107, 109"
,,9.0 ×10−1,"Zhang et al. (2010) Q 107, 110"
,,1.8 10−1×,"Zhang et al. (2010) Q 107, 111"
,,2.0 10−1×,Hilal et al. (2008) Q
,,,4900 Kühne et al. (2005) Q
,,,3800 Kühne et al. (2005) ?
,"1,2-dinitrobenzene",1.9 ×102,HSDB (2015) V
,C6H4N2O4,1.2×102,"Zhang et al. (2010) Q 107, 108"
,[528-29-0],3.2×101,"Zhang et al. (2010) Q 107, 109"
,,2.6×101,"Zhang et al. (2010) Q 107, 110"
,,2.7×101,"Zhang et al. (2010) Q 107, 111"
,"1,3-dinitrobenzene",2.0 102×,Altschuh et al. (1999) M
,C6H4N2O4,,Mackay et al. (2006d) V 221
,[99-65-0],5.0 102×,Mackay et al. (1995) V
,,3.9 ×101,Smith et al. (1981a) V
,"1,4-dinitrobenzene",2.0×10,Mackay et al. (2006d) V
,C6H4N2O4,2.0×10−1,Mackay et al. (1995) V
,[100-25-4],1.2×102,HSDB (2015) Q 38
,"1,3,5-trinitrobenzene",1.5×103,HSDB (2015) V
,C6H3N3O6,,
,[99-35-4],,
,2-nitrobenzenamine,1.7 102×,Altschuh et al. (1999) M
,C6H6N2O2,1.0 ×102,Abraham et al. (1994a) R
,(2-nitroaniline),3.1×101,Hilal et al. (2008) Q
,[88-74-4],4.5 102×,Nirmalakhandan et al. (1997) Q
,3-nitrobenzenamine,6.9 ×102,Meylan and Howard (1991) V
,C6H6N2O2,1.2×103,Abraham et al. (1994a) R
,(3-nitroaniline),2.7 ×103,Hilal et al. (2008) Q
,[99-09-2],4.4 ×102,Nirmalakhandan et al. (1997) Q
,,1.3 103×,Meylan and Howard (1991) Q
,,1.2 103×,HSDB (2015) ? 170
,4-nitrobenzenamine,8.6 103×,Altschuh et al. (1999) M
,C6H6N2O2,1.4×104,Abraham et al. (1994a) R
,(4-nitroaniline),2.2×103,Hilal et al. (2008) Q
,[100-01-6],4.4×102,Nirmalakhandan et al. (1997) Q
,"2,4-dinitrobenzenamine",6.5 ×104,HSDB (2015) Q 216
,C6H5N3O4,,
,[97-02-9],,
,"1-methyl-2,3-dinitrobenzene",1.1×102,HSDB (2015) Q 182
,C7H6N2O4,1.1×102,"Zhang et al. (2010) Q 107, 108"
,"(2,3-dinitrotoluene; 2,3-DNT)",2.2×101,"Zhang et al. (2010) Q 107, 109"
,[602-01-7],9.5,"Zhang et al. (2010) Q 107, 110"
,,1.5 101×,"Zhang et al. (2010) Q 107, 111"
,,1.1×102,"Zhang et al. (2010) Q 107, 108"
,,2.3 ×101,"Zhang et al. (2010) Q 107, 109"
,,1.1×101,"Zhang et al. (2010) Q 107, 110"
,,1.5×101,"Zhang et al. (2010) Q 107, 111"
,"1-methyl-2,4-dinitrobenzene",1.8 ×102,Altschuh et al. (1999) M
,C7H6N2O4,1.1×101,Mackay et al. (2006d) V
,"(2,4-dinitrotoluene; 2,4-DNT)",1.0 ×102,Schüürmann (2000) V
,[121-14-2],1.1×101,Mackay et al. (1995) V
,,6.3 101×,Smith et al. (1981a) V
,,2.1×10−1,2900 Goldstein (1982) X 116
,,2.2,Mackay et al. (1995) C
,,3.1 ×10−2,Ryan et al. (1988) C
,,1.1 102×,"Zhang et al. (2010) Q 107, 108"
,,1.6 ×101,"Zhang et al. (2010) Q 107, 109"
,,5.0,"Zhang et al. (2010) Q 107, 110"
,,1.5 ×101,"Zhang et al. (2010) Q 107, 111"
,"2-methyl-1,4-dinitrobenzene",1.8×10,HSDB (2015) V
,C7H6N2O4,1.1×102,"Zhang et al. (2010) Q 107, 108"
,"(2,5-dinitrotoluene; 2,5-DNT)",1.8 ×101,"Zhang et al. (2010) Q 107, 109"
,[619-15-8],1.4,"Zhang et al. (2010) Q 107, 110"
,,1.5×101,"Zhang et al. (2010) Q 107, 111"
,"2-methyl-1,3-dinitrobenzene",1.5 101×,HSDB (2015) V
,C7H6N2O4,1.4×101,Mackay et al. (2006d) V
,"(2,6-dinitrotoluene; 2,6-DNT)",1.4 101×,Mackay et al. (1995) V
,[606-20-2],1.2,Mackay et al. (1995) C
,,3.1×10−2,Ryan et al. (1988) C
,,1.1 102×,"Zhang et al. (2010) Q 107, 108"
,,2.1 101×,"Zhang et al. (2010) Q 107, 109"
,,4.3,"Zhang et al. (2010) Q 107, 110"
,,1.5 ×101,"Zhang et al. (2010) Q 107, 111"
,"4-methyl-1,2-dinitrobenzene",1.1 102×,HSDB (2015) Q 182
,C7H6N2O4,1.1×102,"Zhang et al. (2010) Q 107, 108"
,"(3,4-dinitrotoluene; 3,4-DNT)",3.9×101,"Zhang et al. (2010) Q 107, 109"
,[610-39-9],3.1 101×,"Zhang et al. (2010) Q 107, 110"
,,1.5×101,"Zhang et al. (2010) Q 107, 111"
,"1-methyl-2,4,6-trinitrobenzene",4.7×102,HSDB (2015) V
,C7H5N3O6,5.4×102,Schüürmann (2000) V
,"(2,4,6-trinitrotoluene; TNT)",,6200 Kühne et al. (2005) Q
,[118-96-7],,6400 Kühne et al. (2005) ?
,"2,4,6-trinitro-1,3-dimethyl-5-tert-",3.2×10−1,Lee et al. (2012) M
,butylbenzene,,
,C12H15N3O6,1.7×10−2,Amoore and Buttery (1978) V
,(musk xylene),1.3×103,HSDB (2015) Q 38
,[81-15-2],9.5×103,"Zhang et al. (2010) Q 107, 108"
,,5.6,"Zhang et al. (2010) Q 107, 109"
,,4.8 10−2×,"Zhang et al. (2010) Q 107, 110"
,,1.5×102,"Zhang et al. (2010) Q 107, 111"
,2-nitrophenol,1.4,5700 Guo and Brimblecombe (2007) M
,HOC6H4(NO2),8.3 ×10−1,6300 Harrison et al. (2002) M
,[88-75-5],8.9 10−1×,6300 Müller and Heal (2001) M
,,7.7 ×10−1,Tremp et al. (1993) M 9
,,6.1×10−1,Mackay et al. (2006c) V
,,2.9,Lide and Frederikse (1995) V
,,7.9×10−1,Riederer (1990) V
,,7.3 10−1×,Schwarzenbach et al. (1988) V 9
,,2.8,Leuenberger et al. (1985) V 167
,,9.2×10−1,Abraham et al. (1994a) R
,,6.9×10−1,4600 Goldstein (1982) X 116
,,1.3,Ryan et al. (1988) C
,,5.3,Hilal et al. (2008) Q
,,,4400 Kühne et al. (2005) Q
,,1.5 ×104,Nirmalakhandan et al. (1997) Q
,,,6300 Kühne et al. (2005) ?
,,7.0×10,Abraham et al. (1990) ?
,3-nitrophenol,1.6×102,Guo and Brimblecombe (2007) M 234
,HOC6H4(NO2),1.0,Lide and Frederikse (1995) V
,[554-84-7],4.9×103,Gaffney and Senum (1984) X 153
,,9.5 ×103,Hilal et al. (2008) Q
,,1.5×104,Nirmalakhandan et al. (1997) Q
,,4.6×103,Abraham et al. (1990) ?
,4-nitrophenol,2.1×102,Guo and Brimblecombe (2007) M 234
,HOC6H4(NO2),7.7×102,Tremp et al. (1993) M 9
