Species,InChIKey,Hcp
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl methacrylate",HBZFBSFGXQBQTB-UHFFFAOYSA-N,4.4E-08
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecan-1-ol",QBBJBWKVSJWYQK-UHFFFAOYSA-N,3.1E-09
2-(perfluorodecyl)ethyl acrylate,FIAHOPQKBBASOY-UHFFFAOYSA-N,2.5E-09
"1,1,2,2-tetrahydroperfluoro-1-hexadecanol",ZDUOTHMDVYXZBS-UHFFFAOYSA-N,1.1E-10
2-(perfluorodecyl)ethyl methacrylate,FQHLOOOXLDQLPF-UHFFFAOYSA-N,1.6E-09
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,\+10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl prop-2-enoate",SWTZSHBOMGAQKX-UHFFFAOYSA-N,9.0E-11
2-perfluorododecylethyl methacrylate,LFEGLDRNIDJMKB-UHFFFAOYSA-N,5.8E-11
"1,1,2,2-tetrahydroperfluoro-1-octadecanol",UYSGWTCETIRUHO-UHFFFAOYSA-N,4.1E-12
"1,1,2,2-tetrahydroperfluorohexadecyl acrylate",KLOHTAIHCCMZIL-UHFFFAOYSA-N,3.3E-12
"1,1,2,2-tetrahydroperfluoroeicosyl alcohol",FDCQNVKWWMNRQN-UHFFFAOYSA-N,1.5E-13
2-hydroxyfluorobenzene,HFHFGHLXUCOHLN-UHFFFAOYSA-N,3.1E+00
4-hydroxyfluorobenzene,RHMPLDJJXGPMEX-UHFFFAOYSA-N,1.4E+01
3-fluorophenol,SJTBRFHBXDZMPS-UHFFFAOYSA-N,9.0E+00
"2,6-difluorophenol",CKKOVFGIBXCEIJ-UHFFFAOYSA-N,7.0E-01
"4,4'-(hexafluoroisopropylidene)diphenol",ZFVMWEVVKGLCIJ-UHFFFAOYSA-N,1.7E+04
perfluorotributylamine,RVZRBWKZFJCCIB-UHFFFAOYSA-N,1.8E-10
tris(undecafluoropentyl)amine,AQZYBQIAUSKCCS-UHFFFAOYSA-N,1.2E-12
2-fluoroacetamide,FVTWJXMFYOXOKK-UHFFFAOYSA-N,4.4E+02
5-fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,5.8E+04
"1-fluoro-2,4-dinitrobenzene",LOTKRQAVGJMPNV-UHFFFAOYSA-N,1.0E+02
5-fluoro-2-nitrophenol,QQURWFRNETXFTN-UHFFFAOYSA-N,5.0E-01
4-nitro-3-(trifluoromethyl)phenol,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,5.2E+02
1-nitro-3-(trifluoromethyl)benzene,WHNAMGUAXHGCHH-UHFFFAOYSA-N,5.3E-02
1-isocyanato-3-(trifluoromethyl)-benzene,SXJYSIBLFGQAND-UHFFFAOYSA-N,4.8E-03
flonicamid,RLQJEEJISHYWON-UHFFFAOYSA-N,2.4E+07
trifluridine,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,1.0E+11
"N-(4-amino-2-hydroxyphenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",STPOJASQXPXVMS-UHFFFAOYSA-N,2.0E+08
fluometuron,RZILCCPWPBTYDO-UHFFFAOYSA-N,5.8E+03
dinitramine,OFDYMSKSGFSLLM-UHFFFAOYSA-N,7.1E+00
5-methyl-N-[4-(trifluoromethyl)phenyl]-4-isoxazolecarboxamide,VHOGYURTWQBHIL-UHFFFAOYSA-N,8.0E+04
fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,9.9E+07
ethalfluralin,PTFJIKYUEPWBMS-UHFFFAOYSA-N,7.6E-02
benfluralin,SMDHCQAYESWHAE-UHFFFAOYSA-N,3.4E-02
trifluralin,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,9.5E-02
fluorodifen,HHMCAJWVGYGUEF-UHFFFAOYSA-N,6.5E+02
profluralin,ITVQAKZNYJEWKS-UHFFFAOYSA-N,3.4E-02
flumequine,DPSPPJIUMHPXMA-UHFFFAOYSA-N,3.7E+07
flunitrazepam,PPTYJKAXVCCBDU-UHFFFAOYSA-N,4.3E+05
fluazifop-butyl,VAIZTNZGPYBOGF-UHFFFAOYSA-N,4.7E+01
flumioxazin,FOUWCSDKDDHKQP-UHFFFAOYSA-N,1.6E+01
fluridone,YWBVHLJPRPCRSD-UHFFFAOYSA-N,2.8E+03
cyhalofop-butyl,TYIYMOAHACZAMQ-CQSZACIVSA-N,1.0E+03
raltegravir,CZFFBEXEKNGXKS-UHFFFAOYSA-N,1.1E+17
fluacrypyrim,MXWAGQASUDSFBG-RVDMUPIBSA-N,3.0E+02
trifloxystrobin,ONCZDRURRATYFI-UHFFFAOYSA-N,4.3E+02
etoxazole,IXSZQYVWNJNRAL-UHFFFAOYSA-N,9.9E+01
droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3.7E+11
paliperidone,PMXMIIMHBWHSKN-UHFFFAOYSA-N,1.2E+15
risperidone,RAPZEAPATHNIPO-UHFFFAOYSA-N,4.5E+10
ezetimibe,OLNTVTPDXPETLC-XPWALMASSA-N,2.2E+12
cerivastatin,SEERZIQQUAZTOL-ANMDKAQQSA-N,1.7E+13
"flucythrinate, isomer 1",GBIHOLCMZGAKNG-UHFFFAOYSA-N,1.1E+02
PFBHA-methanal,inchikey,1.6E-02
PFBHA-ethanal,inchikey,1.9E-02
PFBHA-propanone,inchikey,1.1E-02
PFBHA-butanone,inchikey,4.7E-03
PFBHA-2-pentanone,inchikey,3.7E-03
PFBHA-hexanal,inchikey,5.8E-03
PFBHA-octanal,inchikey,7.9E-03
PFBHA-decanal,inchikey,2.4E-02
PFBHA-propenal,inchikey,9.5E-03
PFBHA-crotonaldehyde,inchikey,6.8E-03
PFBHA-benzaldehyde,inchikey,5.0E-03
PFBHA-4-methyl-benzaldehyde,inchikey,6.6E-03
PFBHA-9-fluorenone,inchikey,1.1E-02
PFBHA-ethanedial,inchikey,1.6E-02
PFBHA-1-hydroxypropanone,inchikey,2.7E-02
PFBHA-3-hydroxy-3-methyl-2-butanone,inchikey,1.2E-02
chloromethane,NEHMKBQYUWJMIP-UHFFFAOYSA-N,1.3E-03
dichloromethane,YMWUJEATGCHHMB-UHFFFAOYSA-N,3.6E-03
dichloromethane-d2,YMWUJEATGCHHMB-DICFDUPASA-N,3.8E-03
trichloromethane,HEDRZPFGACZZDS-UHFFFAOYSA-N,2.5E-03
tetrachloromethane,VZGDMQKNWNREIO-UHFFFAOYSA-N,3.4E-04
chloroethane,HRYZWHHZPQKTII-UHFFFAOYSA-N,8.3E-04
"1,1-dichloroethane",SCYULBFZEHDVBN-UHFFFAOYSA-N,1.7E-03
"1,2-dichloroethane",WSLDOOZREJYCGB-UHFFFAOYSA-N,8.9E-03
"1,2-dichloroethane-d4",WSLDOOZREJYCGB-LNLMKGTHSA-N,8.7E-03
"1,1,1-trichloroethane",UOCLXMDMGBRAIB-UHFFFAOYSA-N,6.0E-04
"1,1,2-trichloroethane",UBOXGVDOUJQMTN-UHFFFAOYSA-N,1.1E-02
"1,1,2-trichloroethane-d3",inchikey,1.3E-02
"1,1,1,2-tetrachloroethane",QVLAWKAXOMEXPM-UHFFFAOYSA-N,4.2E-03
"1,1,2,2-tetrachloroethane",QPFMBZIOSGYJDE-UHFFFAOYSA-N,2.4E-02
pentachloroethane,BNIXVQGCZULYKV-UHFFFAOYSA-N,4.5E-03
hexachloroethane,VHHHONWQHHHLTI-UHFFFAOYSA-N,2.5E-03
1-chloropropane,SNMVRZFUUCLYTO-UHFFFAOYSA-N,6.9E-04
2-chloropropane,ULYZAYCEDJDHCC-UHFFFAOYSA-N,5.4E-04
"1,1-dichloropropane",WIHMGGWNMISDNJ-UHFFFAOYSA-N,2.6E-03
"1,2-dichloropropane",KNKRKFALVUDBJE-UHFFFAOYSA-N,3.4E-03
"1,2-dichloropropane-d6",inchikey,3.6E-03
"1,3-dichloropropane",YHRUOJUYPBUZOS-UHFFFAOYSA-N,1.3E-02
"2,2-dichloropropane",ZEOVXNVKXIPWMS-UHFFFAOYSA-N,4.4E-04
"1,1,1-trichloropropane",AVGQTJUPLKNPQP-UHFFFAOYSA-N,3.8E-03
"1,1,2-trichloropropane",GRSQYISVQKPZCW-UHFFFAOYSA-N,1.4E-02
"1,2,3-trichloropropane",CFXQEHVMCRXUSD-UHFFFAOYSA-N,3.6E-02
"1,1,2,2,3-pentachloropropane",IYFMQUDCYNWFTL-UHFFFAOYSA-N,1.4E-02
1-chloro-2-methylpropane,QTBFPMKWQKYFLR-UHFFFAOYSA-N,8.3E-03
2-chloro-2-methylpropane,NBRKLOOSMBRFMH-UHFFFAOYSA-N,2.2E-04
1-chlorobutane,VFWCMGCRMGJXDK-UHFFFAOYSA-N,6.7E-04
2-chlorobutane,BSPCSKHALVHRSR-UHFFFAOYSA-N,4.1E-04
"1,1-dichlorobutane",SEQRDAAUNCRFIT-UHFFFAOYSA-N,1.3E-03
"1,4-dichlorobutane",KJDRSWPQXHESDQ-UHFFFAOYSA-N,2.0E-02
"2,3-dichlorobutane",RMISVOPUIFJTEO-UHFFFAOYSA-N,2.5E-03
1-chloropentane,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,4.2E-04
2-chloropentane,NFRKUDYZEVQXTE-UHFFFAOYSA-N,3.6E-04
3-chloropentane,CXQSCYIVCSCSES-UHFFFAOYSA-N,3.8E-04
"1,2-dichloropentane",PPLBPDUKNRCHGG-UHFFFAOYSA-N,4.8E-03
"1,5-dichloropentane",LBKDGROORAKTLC-UHFFFAOYSA-N,1.8E-02
"2,3-dichloropentane",HVFJQRZGBBKTPL-UHFFFAOYSA-N,2.9E-03
2-chloro-2-methylbutane,CRNIHJHMEQZAAS-UHFFFAOYSA-N,3.0E-03
1-chlorohexane,MLRVZFYXUZQSRU-UHFFFAOYSA-N,3.1E-04
2-chlorohexane,GLCIPJOIEVLTPR-UHFFFAOYSA-N,5.0E-04
3-chlorohexane,BXSMMAVTEURRGG-UHFFFAOYSA-N,5.0E-04
1-chloroheptane,DZMDPHNGKBEVRE-UHFFFAOYSA-N,2.5E-04
2-chloroheptane,PTSLUOSUHFGQHV-UHFFFAOYSA-N,3.9E-04
3-chloroheptane,DMKNOEJJJSHSML-UHFFFAOYSA-N,3.6E-04
4-chloroheptane,MGSGWAXIEMEWCQ-UHFFFAOYSA-N,3.6E-04
1-chlorooctane,CNDHHGUSRIZDSL-UHFFFAOYSA-N,1.9E-04
2-chlorooctane,HKDCIIMOALDWHF-UHFFFAOYSA-N,2.7E-04
3-(chloromethyl)-heptane,WLVCBAMXYMWGLJ-UHFFFAOYSA-N,4.5E-04
"1,8-dichlorooctane",WXYMNDFVLNUAIA-UHFFFAOYSA-N,7.5E-03
1-chlorononane,RKAMCQVGHFRILV-UHFFFAOYSA-N,1.6E-04
2-chlorononane,DTWJISBCMBWFNY-UHFFFAOYSA-N,2.7E-04
5-chlorononane,GHLDSOWZIOPMTC-UHFFFAOYSA-N,2.2E-04
1-chlorodecane,ZTEHOZMYMCEYRM-UHFFFAOYSA-N,1.6E-04
"1,10-dichlorodecane",RBBNTRDPSVZESY-UHFFFAOYSA-N,2.0E-03
"1,2,9,10-tetrachlorodecane",VXBHNYIEBLRXAW-UHFFFAOYSA-N,5.6E-02
pentachlorodecane isomers,AMKBEJYNNQNKGD-UHFFFAOYSA-N,2.0E-01
1-chloroundecane,ZHKKNUKCXPWZOP-UHFFFAOYSA-N,1.7E-04
"1,2,10,11-tetrachloroundecane",VVAAXDBMZVCVPA-UHFFFAOYSA-N,1.6E-01
pentachloroundecane isomers,BBCUCNDIXLWBNQ-UHFFFAOYSA-N,6.8E-01
1-chlorododecane,YAYNEUUHHLGGAH-UHFFFAOYSA-N,2.3E-04
"1,12-dichlorododecane",RNXPZVYZVHJVHM-UHFFFAOYSA-N,1.5E-03
1-chlorotridecane,ASZMYJSJEOGSBR-UHFFFAOYSA-N,2.9E-04
1-chlorotetradecane,RNHWYOLIEJIAMV-UHFFFAOYSA-N,3.9E-04
tetrachlorocyclopentane,ZFMWDTNZPKDVBU-UHFFFAOYSA-N,6.4E-03
"1,1,2,3,3,4-hexachlorocyclopentane",RPUFWOAXMFQSDJ-UHFFFAOYSA-N,5.1E-02
"1,1,2,3,3,4,5-heptachlorocyclopentane",XCEUTYGYMGYCBG-UHFFFAOYSA-N,1.5E-01
"1,2,3,3,4,5-hexachlorocyclopentene",OSRFTCIVMWPVNP-UHFFFAOYSA-N,1.4E-02
heptachlorocyclopentene,AJUXFTIOMRYFRL-UHFFFAOYSA-N,3.9E-02
chlorocyclohexane,UNFUYWDGSFDHCW-UHFFFAOYSA-N,2.8E-03
"$\alpha$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-SHFUYGGZSA-N,1.5E+00
"$\beta$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-UHFFFAOYSA-N,2.7E+01
"$\gamma$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,3.7E+00
"$\delta$-1,2,3,4,5,6-hexachlorocyclohexane",JLYXXMFPNIAWKQ-GPIVLXJGSA-N,2.3E+01
"4,5,6,7,8,8-hexachloro-3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",XCJXQCUJXDUNDN-UHFFFAOYSA-N,2.0E-02
mirex,GVYLCNUFSHDAAW-UHFFFAOYSA-N,1.2E-02
dechlorane plus,UGQQAJOWXNCOPY-UHFFFAOYSA-N,1.3E+00
chloroethene,BZHJMEDXRYGGRV-UHFFFAOYSA-N,3.8E-04
chloroethene-d3,BZHJMEDXRYGGRV-FUDHJZNOSA-N,3.8E-04
"1,1-dichloroethene",LGXVIGDEPROXKC-UHFFFAOYSA-N,3.7E-04
"1,2-dichloroethene",KFUSEUYYWQURPO-UHFFFAOYSA-N,3.7E-04
"($Z$)-1,2-dichloroethene",KFUSEUYYWQURPO-UPHRSURJSA-N,2.6E-03
"($E$)-1,2-dichloroethene",KFUSEUYYWQURPO-OWOJBTEDSA-N,1.0E-03
trichloroethene,XSTXAVWGXDQKEL-UHFFFAOYSA-N,1.1E-03
tetrachloroethene,CYTYCFOTNPOANT-UHFFFAOYSA-N,6.2E-04
dichloroethyne,ZMJOVJSTYLQINE-UHFFFAOYSA-N,4.9E-04
1-chloro-1-propene,OWXJKYNZGFSVRC-UHFFFAOYSA-N,1.8E-04
2-chloro-1-propene,PNLQPWWBHXMFCA-UHFFFAOYSA-N,1.4E-04
3-chloro-1-propene,OSDWBNJEKMUWAV-UHFFFAOYSA-N,9.1E-04
"1,1-dichloropropene",ZAIDIVBQUMFXEC-UHFFFAOYSA-N,6.1E-04
"1,2-dichloropropene",PPKPKFIWDXDAGC-UHFFFAOYSA-N,2.0E-03
"1,3-dichloropropene",UOORRWUZONOOLO-UHFFFAOYSA-N,6.4E-03
"{\it cis}-1,3-dichloropropene",UOORRWUZONOOLO-UPHRSURJSA-N,4.2E-03
"{\it trans}-1,3-dichloropropene",UOORRWUZONOOLO-OWOJBTEDSA-N,5.6E-03
"2,3-dichloropropene",FALCMQXTWHPRIH-UHFFFAOYSA-N,2.8E-03
"1,2,3-trichloro-1-propene",HIILBTHBHCLUER-UHFFFAOYSA-N,5.5E-04
"1,1,2,3,3,3-hexachloro-1-propene",VFDYKPARTDCDCU-UHFFFAOYSA-N,6.2E-03
3-chloro-2-methyl-1-propene,OHXAOPZTJOUYKM-UHFFFAOYSA-N,1.1E-03
($Z$)-1-chloro-2-butene,YTKRILODNOEEPX-UHFFFAOYSA-N,1.2E-03
($E$)-1-chloro-2-butene,YTKRILODNOEEPX-NSCUHMNNSA-N,3.1E-03
"1,3-dichloro-2-butene",WLIADPFXSACYLS-UHFFFAOYSA-N,2.6E-04
"1,4-dichloro-2-butene",FQDIANVAWVHZIR-UHFFFAOYSA-N,1.7E-02
"($Z$)-1,4-dichloro-2-butene",FQDIANVAWVHZIR-UPHRSURJSA-N,3.0E-02
"($E$)-1,4-dichloro-2-butene",FQDIANVAWVHZIR-OWOJBTEDSA-N,3.5E-02
"3,4-dichloro-1-butene",XVEASTGLHPVZNA-UHFFFAOYSA-N,1.1E-03
1-chloro-2-methylpropene,KWISWUFGPUHDRY-UHFFFAOYSA-N,5.2E-04
"2-chloro-1,3-butadiene",YACLQRRMGMJLJV-UHFFFAOYSA-N,4.7E-02
hexachlorobutadiene,RWNKSTSCBHKHTB-UHFFFAOYSA-N,8.3E-04
hexachlorocyclopentadiene,VUNCWTMEJYMOOR-UHFFFAOYSA-N,3.7E-04
chlordane,BIWJNBZANLAXMG-UHFFFAOYSA-N,1.8E-01
{\it cis}-chlordane,BIWJNBZANLAXMG-KMMBHOGFSA-N,1.7E-01
{\it trans}-chlordane,BIWJNBZANLAXMG-SVSLFMFOSA-N,1.7E-01
{\it cis}-nonachlor,OCHOKXCPKDPNQU-BBXWSCHTSA-N,1.4E+00
{\it trans}-nonachlor,OCHOKXCPKDPNQU-FLVMBEMLSA-N,3.1E-02
chlorobenzene,MVPPADPHJFYWMZ-UHFFFAOYSA-N,2.7E-03
chlorobenzene-d5,MVPPADPHJFYWMZ-RALIUCGRSA-N,3.6E-03
"1,2-dichlorobenzene",RFFLAFLAYFXFSW-UHFFFAOYSA-N,6.8E-03
"1,2-dichlorobenzene-d4",RFFLAFLAYFXFSW-RHQRLBAQSA-N,8.2E-03
"1,3-dichlorobenzene",ZPQOPVIELGIULI-UHFFFAOYSA-N,3.4E-03
"1,4-dichlorobenzene",OCJBOOLMMGQPQU-UHFFFAOYSA-N,4.5E-03
"1,2,3-trichlorobenzene",RELMFMZEBKVZJC-UHFFFAOYSA-N,1.5E-02
"1,2,3-trichlorobenzene-d3",SMNOERSLNYGGOU-UHFFFAOYSA-N,1.5E-02
"1,2,4-trichlorobenzene",PBKONEOXTCPAFI-UHFFFAOYSA-N,1.1E-02
"1,2,4-trichlorobenzene-d3",PBKONEOXTCPAFI-CBYSEHNBSA-N,9.8E-03
"1,3,5-trichlorobenzene",XKEFYDZQGKAQCN-UHFFFAOYSA-N,1.8E-03
"1,2,3,4-tetrachlorobenzene",GBDZXPJXOMHESU-UHFFFAOYSA-N,3.5E-03
"1,2,3,5-tetrachlorobenzene",QZYNWJQFTJXIRN-UHFFFAOYSA-N,6.3E-03
"1,2,4,5-tetrachlorobenzene",JHBKHLUZVFWLAG-UHFFFAOYSA-N,1.8E-02
pentachlorobenzene,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,1.4E-02
hexachlorobenzene,CKAPSXZOOQJIBF-UHFFFAOYSA-N,1.9E-02
(chloromethyl)-benzene,KCXMKQUNVWSEMD-UHFFFAOYSA-N,2.0E-02
1-chloro-2-methylbenzene,IBSQPLPBRSHTTG-UHFFFAOYSA-N,3.2E-03
1-chloro-3-methylbenzene,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,6.2E-04
1-chloro-4-methylbenzene,NPDACUSDTOMAMK-UHFFFAOYSA-N,4.1E-03
(dichloromethyl)-benzene,CAHQGWAXKLQREW-UHFFFAOYSA-N,1.3E-02
"1,2-dichloro-4-methylbenzene",WYUIWKFIFOJVKW-UHFFFAOYSA-N,7.9E-03
"1,3-dichloro-2-methylbenzene",DMEDNTFWIHCBRK-UHFFFAOYSA-N,2.3E-03
"1-methyl-2,4-dichlorobenzene",FUNUTBJJKQIVSY-UHFFFAOYSA-N,2.7E-03
"1-methyl-2,4,5-trichlorobenzene",ZCXHZKNWIYVQNC-UHFFFAOYSA-N,6.6E-03
"1-methyl-2,3,6-trichlorobenzene",UZYYBZNZSSNYSA-UHFFFAOYSA-N,6.6E-03
pentachloromethylbenzene,AVSIMRGRHWKCAY-UHFFFAOYSA-N,1.3E-02
1-chloro-2-(chloromethyl)benzene,BASMANVIUSSIIM-UHFFFAOYSA-N,6.4E-03
1-chloro-4-(chloromethyl)benzene,JQZAEUFPPSRDOP-UHFFFAOYSA-N,2.9E-02
chloro(dichloromethyl)benzene,BXSVYGKOUULJCL-UHFFFAOYSA-N,1.8E-02
(trichloromethyl)-benzene,XEMRAKSQROQPBR-UHFFFAOYSA-N,3.8E-02
1-chloro-4-(trichloromethyl)benzene,LVZPKYYPPLUECL-UHFFFAOYSA-N,5.1E-02
1-chloro-3-ethenylbenzene,BOVQCIDBZXNFEJ-UHFFFAOYSA-N,4.7E-03
1-chloro-4-ethenylbenzene,KTZVZZJJVJQZHV-UHFFFAOYSA-N,4.7E-03
"1,4-dichloro-2,5-dimethylbenzene",UTGSRNVBAFCOEU-UHFFFAOYSA-N,2.7E-03
"1,4-bis(trichloromethyl)benzene",OTEKOJQFKOIXMU-UHFFFAOYSA-N,7.9E-01
"$\alpha$,$\alpha$-dichloro-$o$-xylene",FMGGHNGKHRCJLL-UHFFFAOYSA-N,1.0E-01
2-chlorostyrene,ISRGONDNXBCDBM-UHFFFAOYSA-N,4.7E-03
octachlorostyrene,RUYUCCQRWINUHE-UHFFFAOYSA-N,7.6E-02
1-chloronaphthalene,JTPNRXUCIXHOKM-UHFFFAOYSA-N,2.8E-02
2-chloronaphthalene,CGYGETOMCSJHJU-UHFFFAOYSA-N,3.0E-02
"1,2,3-trichloronaphthalene",QEPTXDCPBXMWJC-UHFFFAOYSA-N,3.2E-02
"1,2,3,4-tetrachloronaphthalene",NAQWICRLNQSPPW-UHFFFAOYSA-N,4.1E-02
"1,2,3,4,5-pentachloronaphthalene",JRZKNHITLINYHV-UHFFFAOYSA-N,8.2E-02
"1,2,3,4,5,6-hexachloronaphthalene",CTLMCQOGOWNFHA-UHFFFAOYSA-N,1.1E-01
octachloronaphthalene,RTNLUFLDZOAXIC-UHFFFAOYSA-N,1.4E-02
heptachlor,FRCCEHPWNOQAEU-UHFFFAOYSA-N,3.3E-02
"1,3-dichloronaphthalene",AMCBMCWLCDERHY-UHFFFAOYSA-N,3.4E-02
1-chloro-2-methyl-2-phenylpropane,DNXXUUPUQXSUFH-UHFFFAOYSA-N,2.0E-03
"1,3-dichloro-5-[(2$S$)-2,4,4,4-tetrachlorobutan-2-yl]benzene",DELZPCKTBPIBEE-VIFPVBQESA-N,8.4E-02
"1,2,3,4,5,6,7,8,8-nonachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",OCHOKXCPKDPNQU-UHFFFAOYSA-N,3.9E-01
"1,1-dichloro-2,2-bis-(4-chlorophenyl)-ethane",AHJKRLASYNVKDZ-UHFFFAOYSA-N,1.5E+00
mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,1.2E+00
"1,1-dichloro-2,2-bis-(4-chlorophenyl)-ethene",UCNVFOCBFJOQAL-UHFFFAOYSA-N,2.4E-01
"o,p'-DDE",ZDYJWDIWLRZXDB-UHFFFAOYSA-N,3.9E-01
"1,1,1-trichloro-2-(2-chlorophenyl)-2-(4-chlorophenyl)ethane",CVUGPAFCQJIYDT-UHFFFAOYSA-N,2.9E+00
"1,1,1-trichloro-2,2-bis-(4-chlorophenyl)-ethane",YVGGHNCTFXOJCH-UHFFFAOYSA-N,9.1E-01
aldrin,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,6.7E-02
isodrin,QBYJBZPUGVGKQQ-DIFDVCDBSA-N,2.5E-02
"1,1'-(2,2-dichloroethylidene)bis[4-ethylbenzene",QFMDFTQOJHFVNR-UHFFFAOYSA-N,5.8E-02
2-chlorobiphenyl,LAXBNTIAOJWAOP-UHFFFAOYSA-N,3.0E-02
3-chlorobiphenyl,NMWSKOLWZZWHPL-UHFFFAOYSA-N,3.2E-02
4-chlorobiphenyl,FPWNLURCHDRMHC-UHFFFAOYSA-N,2.8E-02
"2,2'-dichlorobiphenyl",JAYCNKDKIKZTAF-UHFFFAOYSA-N,4.6E-02
"2,3-dichlorobiphenyl",XOMKZKJEJBZBJJ-UHFFFAOYSA-N,4.3E-02
"2,3'-dichlorobiphenyl",ZHBBDTRJIVXKEX-UHFFFAOYSA-N,4.3E-02
"2,4-dichlorobiphenyl",WEJZHZJJXPXXMU-UHFFFAOYSA-N,3.7E-02
"2,4'-dichlorobiphenyl",UFNIBRDIUNVOMX-UHFFFAOYSA-N,3.8E-02
"2,5-dichlorobiphenyl",KKQWHYGECTYFIA-UHFFFAOYSA-N,2.3E-02
"2,6-dichlorobiphenyl",IYZWUWBAFUBNCH-UHFFFAOYSA-N,1.2E-02
"3,3'-dichlorobiphenyl",KTXUOWUHFLBZPW-UHFFFAOYSA-N,4.2E-02
"3,4-dichlorobiphenyl",ZGHQUYZPMWMLBM-UHFFFAOYSA-N,7.0E-02
"3,4'-dichlorobiphenyl",CJDNEKOMKXLSBN-UHFFFAOYSA-N,4.9E-02
"3,5-dichlorobiphenyl",QHZSDTDMQZPUKC-UHFFFAOYSA-N,2.7E-02
"4,4'-dichlorobiphenyl",YTBRNEUEFCNVHC-UHFFFAOYSA-N,7.0E-02
"2,2',3-trichlorobiphenyl",XVIZMMSINIOIQP-UHFFFAOYSA-N,4.2E-02
"2,2',4-trichlorobiphenyl",YKKYCYQDUUXNLN-UHFFFAOYSA-N,3.3E-02
"2,2',5-trichlorobiphenyl",DCMURXAZTZQAFB-UHFFFAOYSA-N,3.9E-02
"2,2',6-trichlorobiphenyl",MVXIJRBBCDLNLX-UHFFFAOYSA-N,3.3E-02
"2,3,3'-trichlorobiphenyl",SXHLTVKPNQVZGL-UHFFFAOYSA-N,1.2E-02
"2,3,4-trichlorobiphenyl",IUYHQGMDSZOPDZ-UHFFFAOYSA-N,4.3E-03
"2,3,4'-trichlorobiphenyl",ZMHWQAHZKUPENF-UHFFFAOYSA-N,3.4E-02
"2,3,5-trichlorobiphenyl",GBUCDGDROYMOAN-UHFFFAOYSA-N,1.5E-02
"2,3,6-trichlorobiphenyl",LVROLHVSYNLFBE-UHFFFAOYSA-N,3.3E-02
"2,3',4-trichlorobiphenyl",XBBZAULFUPBZSP-UHFFFAOYSA-N,3.3E-02
"2,3',5-trichlorobiphenyl",ONNCPBRWFSKDMQ-UHFFFAOYSA-N,3.5E-02
"2,3',6-trichlorobiphenyl",VQOFJPFYTCHPTR-UHFFFAOYSA-N,3.5E-02
"2,4,4'-trichlorobiphenyl",BZTYNSQSZHARAZ-UHFFFAOYSA-N,3.0E-02
"2,4,5-trichlorobiphenyl",VGVIKVCCUATMNG-UHFFFAOYSA-N,3.1E-02
"2,4,6-trichlorobiphenyl",MTLMVEWEYZFYTH-UHFFFAOYSA-N,1.5E-02
"2,4',5-trichlorobiphenyl",VAHKBZSAUKPEOV-UHFFFAOYSA-N,2.7E-02
"2,4',6-trichlorobiphenyl",IHIDFKLAWYPTKB-UHFFFAOYSA-N,1.2E-02
"2,3',4'-trichlorobiphenyl",RIMXLXBUOQMDHV-UHFFFAOYSA-N,3.6E-02
"2,3',5'-trichlorobiphenyl",GXVMAQACUOSFJF-UHFFFAOYSA-N,1.3E-02
"3,3',4-trichlorobiphenyl",JHBVPKZLIBDTJR-UHFFFAOYSA-N,1.8E-02
"3,3',5-trichlorobiphenyl",RIBGNAJQTOXRDK-UHFFFAOYSA-N,5.8E-02
"3,4,4'-trichlorobiphenyl",YZANRISAORXTHU-UHFFFAOYSA-N,9.9E-02
"3,4,5-trichlorobiphenyl",BSFZSQRJGZHMMV-UHFFFAOYSA-N,1.2E-02
"3,4',5-trichlorobiphenyl",SYSBNFJJSJLZMM-UHFFFAOYSA-N,1.2E-02
"2,2',3,3'-tetrachlorobiphenyl",VTLYHLREPCPDKX-UHFFFAOYSA-N,3.6E-02
"2,2',3,4-tetrachlorobiphenyl",SEWHDNLIHDBVDZ-UHFFFAOYSA-N,4.9E-02
