1,2
C 9 H 19Cl,2.6 ×10−4
[28123-70-8],
1-chlorodecane,1.6×10
C10H21Cl,2.5×10−4
[1002-69-3],
"1,10-dichlorodecane",2.0 10−3×
C10H20Cl2,5.3×10−3
[2162-98-3],
"1,2,9,10-tetrachlorodecane",5.6 ×10−2
C10H18Cl4,1.4×10−2
[205646-11-3],
pentachlorodecane isomers,2.0 10−1×
C10H17Cl5,3.8×10−1
[175801-37-3],
1-chloroundecane,1.7×10−4
C 11 H 23Cl,2.3 ×10−4
[2473-03-2],
"1,2,10,11-tetrachloroundecane",1.6 ×10−1
C11H20Cl4,1.1 ×10−2
[210049-49-3],
pentachloroundecane isomers,6.8 10−1×
C11H19Cl5,1.5
[210175-48-7],
1-chlorododecane,2.3×10−4
C 12 H 25Cl,1.9 ×10−4
[112-52-7],
"1,12-dichlorododecane",1.5 10−3×
C 12 H24Cl2,3.1×10−3
[3922-28-9],
1-chlorotridecane,2.9 ×10−4
C 13 H 27Cl,1.4 ×10−4
[822-13-9],
1-chlorotetradecane,3.9×10−4
C14H29Cl,1.2×10−4
[2425-54-9],
tetrachlorocyclopentane,6.4×10−3
C5H6Cl4,4.1 ×10−1
[59808-78-5],1.5
"1,1,2,3,3,4-hexachlorocyclopentane",5.1×10−2
C 5 H4Cl6,1.9×10−1
[68258-91-3],1.6
"1,1,2,3,3,4,5-heptachlorocyclopentane",1.5×10
C5H3Cl7,7.9 ×10−1
[68258-90-2],1.6
"1,2,3,3,4,5-hexachlorocyclopentene",1.4×10−2
C5H2Cl6,4.4×10−2
heptachlorocyclopentene,3.9 10−2×
C5HCl7,3.5×10−2
[62111-47-1],8.4×10−2
chlorocyclohexane,2.8×10−3
C6H11Cl,3.2×10−3
[542-18-7],
"α-1,2,3,4,5,6-hexachlorocyclohexane",1.5
C6H6Cl6,1.4
(α-lindane; α-HCH),3.0
[319-84-6],1.7
"β-1,2,3,4,5,6-hexachlorocyclohexane",2.7 ×101
C6H6Cl6,2.7×101
(β-lindane; β-HCH),2.8×101
[319-85-7],2.2 ×101
"γ -1,2,3,4,5,6-hexachlorocyclohexane",3.7
C6H6Cl6,3.3
(γ -lindane; lindane; γ -HCH),3.1
[58-89-9],3.9
"δ-1,2,3,4,5,6-hexachlorocyclohexane",2.3×101
C6H6Cl6,1.4×101
(δ-lindane; δ-HCH),1.4 101×
[319-86-8],5.6×101
"4,5,6,7,8,8-hexachloro-3a,4,7,7a-",2.0 10−2×
"tetrahydro-4,7-methano-1H-indene",
C10H6Cl6,2.0×10−2
[3734-48-3],6.2 10−3×
mirex,1.2×10
C10Cl12,1.2×10−3
(dodecachloropentacyclodecane),5.8×10−2
[2385-85-5],1.2 10−3×
dechlorane plus,1.3
C18H12Cl12,1.3
[13560-89-9],7.0 10−2×
chloroethene,3.8×10−4
CH2CHCl,3.9×10−4
(vinyl chloride),3.9 10−4×
[75-01-4],4.5×10−4
chloroethene-d3,3.8 10−4×
CD2CDCl,
(vinyl chloride-d3),
[6745-35-3],
"1,1-dichloroethene",3.7×10
CH2CCl2,4.0 ×10−4
[75-35-4],3.4×10−4
"1,2-dichloroethene",3.7 10−4×
C2H2Cl2,4.5×10−3
[540-59-0],
"(Z)-1,2-dichloroethene",2.6 10−3×
CHClCHCl,2.5×10−3
"(cis-1,2-dichloroethene)",2.3 ×10−3
[156-59-2],2.3 10−3×
"(E)-1,2-dichloroethene",1.0 10−3×
CHClCHCl,1.1 ×10−3
"(trans-1,2-dichloroethene)",9.0×10−4
[156-60-5],9.0×10−4
trichloroethene,1.1×10−3
C2HCl3,1.0×10−3
(trichloroethylene),1.0×10−3
[79-01-6],9.9 10−4×
tetrachloroethene,6.2 10−4×
C 2 Cl4,6.0 ×10−4
(tetrachloroethylene),5.9 10−4×
[127-18-4],5.8 ×10−4
dichloroethyne,4.9 10−4×
C2Cl2,
[7572-29-4],
1-chloro-1-propene,1.8 10−4×
C3H5Cl,
[590-21-6],
2-chloro-1-propene,1.4×10−4
C3H5Cl,
[557-98-2],
3-chloro-1-propene,9.1 10−4×
C3H5Cl,1.3 ×10−3
(allyl chloride),9.0×10−4
[107-05-1],4.6 10−4×
"1,1-dichloropropene",6.1×10−4
C3H4Cl2,5.4×10−4
[563-58-6],
"1,2-dichloropropene",2.0 10−3×
C3H4Cl2,3.1×10−4
[563-54-2],
"1,3-dichloropropene",6.4×10−3
C3H4Cl2,2.8×10−3
[542-75-6],7.3 ×10−3
"cis-1,3-dichloropropene",4.2 10−3×
C3H4Cl2,9.5×10−3
[10061-01-5],6.3 ×10−3
"trans-1,3-dichloropropene",5.6×10
C 3 H 4 Cl2,5.8×10−3
[10061-02-6],1.0 10−2×
"2,3-dichloropropene",2.8×10−3
C3H4Cl2,2.7×10−3
[78-88-6],3.5 10−3×
"1,2,3-trichloro-1-propene",5.5 −4×10
C3H3Cl3,
[96-19-5],
"1,1,2,3,3,3-hexachloro-1-propene",6.2×10−3
C 3 Cl6,9.9 ×10−4
[1888-71-7],
3-chloro-2-methyl-1-propene,1.1×10−3
C4H7Cl,
[563-47-3],
(Z)-1-chloro-2-butene,1.2×10−3
C4H7Cl,
(cis-1-chloro-2-butene),
[4628-21-1],
(E)-1-chloro-2-butene,3.1×10−3
C4H7Cl,
(trans-1-chloro-2-butene),
[4894-61-5],
"1,3-dichloro-2-butene",2.6×10−4
C4H6Cl2,
[926-57-8],
"1,4-dichloro-2-butene",1.7 10−2×
C4H6Cl2,
[764-41-0],
"(Z)-1,4-dichloro-2-butene",3.0 10−2×
C4H6Cl2,8.2×10−3
[1476-11-5],
"(E)-1,4-dichloro-2-butene",3.5 ×10−2
C4H6Cl2,1.5×10−2
[110-57-6],7.2 ×10−2
"3,4-dichloro-1-butene",1.1×10−3
C4H6Cl2,
[760-23-6],
1-chloro-2-methylpropene,5.2×10
C4H7Cl,
(dimethylvinyl chloride),
[513-37-1],
"2-chloro-1,3-butadiene",4.7 ×10−2
C4H5Cl,1.8×10−4
[126-99-8],
hexachlorobutadiene,8.3 10−4×
CCl2CClCClCCl2,2.3×10−3
[87-68-3],6.2 10−4×
hexachlorocyclopentadiene,3.7×10−4
C5Cl6,6.0×10−4
[77-47-4],6.1 ×10−4
chlordane,1.8×10
C10H6Cl8,1.2×10−1
[57-74-9],2.1 10−1×
cis-chlordane,1.7 10−1×
C10H6Cl8,1.8×10−1
(α-chlordane),3.7×10−2
[5103-71-9],1.5 10−1×
trans-chlordane,1.7 10−1×
C 10 H 6 Cl8,1.5×10−1
(β-chlordane; γ -chlordane),3.4×10−2
[5103-74-2],6.3 10−2×
cis-nonachlor,1.4
C10H5Cl9,
[5103-73-1],
trans-nonachlor,3.1 ×10−2
C 10 H 5 Cl9,8.8 ×10−2
[39765-80-5],7.9×10−4
chlorobenzene,2.7×10−3
C6H5Cl,2.7 ×10−3
[108-90-7],2.9×10−3
chlorobenzene-d5,3.6×10
C6D5Cl,
[3114-55-4],
"1,2-dichlorobenzene",6.8×10−3
C6H4Cl2,5.4×10−3
(o-dichlorobenzene),5.4 10−3×
[95-50-1],5.3×10−3
"1,2-dichlorobenzene-d4",8.2 ×10−3
C6D4Cl2,
(o-dichlorobenzene-d4),
[2199-69-1],
"1,3-dichlorobenzene",3.4×10
C6H4Cl2,2.8 ×10−3
(m-dichlorobenzene),5.2×10−3
[541-73-1],2.9 10−3×
"1,4-dichlorobenzene",4.5 10−3×
C6H4Cl2,6.2×10−3
(p-dichlorobenzene),5.8 10−3×
[106-46-7],3.3 10−3×
"1,2,3-trichlorobenzene",1.5×10−2
C6H3Cl3,6.3 ×10−3
[87-61-6],8.0×10−3
"1,2,3-trichlorobenzene-d3",1.5 10−2×
C6D3Cl3,
[3907-98-0],
"1,2,4-trichlorobenzene",1.1×10
C6H3Cl3,5.8×10−3
[120-82-1],2.4 10−3×
"1,2,4-trichlorobenzene-d3",9.8 ×10−3
C6D3Cl3,
[2199-72-6],
"1,3,5-trichlorobenzene",1.8 10−3×
C6H3Cl3,5.2×10−3
[108-70-3],3.5 10−2×
"1,2,3,4-tetrachlorobenzene",3.5×10−3
C 6 H 2 Cl4,1.3 ×10−2
[634-66-2],5.7 10−2×
"1,2,3,5-tetrachlorobenzene",6.3 ×10−3
C6H2Cl4,1.0 ×10−2
[634-90-2],6.3×10−3
"1,2,4,5-tetrachlorobenzene",1.8×10−2
C6H2Cl4,6.6×10−3
[95-94-3],9.9×10−3
pentachlorobenzene,1.4×10−2
C6HCl5,1.4×10−2
[608-93-5],3.0 ×10−2
hexachlorobenzene,1.9×10
C6Cl6,1.5 ×10−2
[118-74-1],3.3 ×10−2
(chloromethyl)-benzene,2.0×10−2
C6H5CH2Cl,2.8×10−2
(benzylchloride),1.2 ×10−2
[100-44-7],2.4×10−2
1-chloro-2-methylbenzene,3.2 10−3×
C7H7Cl,2.4 ×10−3
(o-chlorotoluene),2.8 10−3×
[95-49-8],1.9×10−2
1-chloro-3-methylbenzene,6.2 10−4×
C7H7Cl,3.8 ×10−3
(m-chlorotoluene),
[108-41-8],
1-chloro-4-methylbenzene,4.1 10−3×
C7H7Cl,2.9 ×10−3
(p-chlorotoluene),2.2 ×10−3
[106-43-4],4.0×10−3
(dichloromethyl)-benzene,1.3 10−2×
C7H6Cl2,3.4×10−2
[98-87-3],1.1×10−1
"1,2-dichloro-4-methylbenzene",7.9 10−3×
C7H6Cl2,
[95-75-0],
"1,3-dichloro-2-methylbenzene",2.3 10−3×
C 7 H 6 Cl2,3.1×10−3
[118-69-4],8.6×10−3
"1-methyl-2,4-dichlorobenzene",2.7 ×10−3
C7H6Cl2,2.3 ×10−3
"(2,4-dichlorotoluene)",3.1 10−3×
[95-73-8],5.4 10−3×
"1-methyl-2,4,5-trichlorobenzene",6.6×10
C7H 5 Cl3,1.2×10−2
"(2,4,5-Trichlorotoluene)",4.1×10−3
[6639-30-1],
"1-methyl-2,3,6-trichlorobenzene",6.6×10−3
C7H5Cl3,1.4×10−2
"(2,3,6-Trichlorotoluene)",4.1 10−3×
[2077-46-5],
pentachloromethylbenzene,1.3 10−2×
C 7 H 3 Cl5,1.6 ×10−2
"(2,3,4,5,6-pentachlorotoluene)",7.4 10−3×
[877-11-2],
1-chloro-2-(chloromethyl)benzene,6.4×10−3
C7H6Cl2,7.2×10−2
[611-19-8],2.1×10−1
1-chloro-4-(chloromethyl)benzene,2.9 10−2×
C7H6Cl2,6.4×10−3
[104-83-6],7.5×10−2
chloro(dichloromethyl)benzene,1.8 ×10−2
C7H5Cl3,7.3×10−2
[88-66-4],5.4 ×10−2
(trichloromethyl)-benzene,3.8×10−2
C 7 H 5 Cl3,3.8 ×10−2
[98-07-7],7.2 10−3×
1-chloro-4-(trichloromethyl)benzene,5.1 10−2×
C7H4Cl4,1.8×10−2
[5216-25-1],3.4 ×10−2
1-chloro-3-ethenylbenzene,4.7 ×10−3
C8H7Cl,
[2039-85-2],
1-chloro-4-ethenylbenzene,4.7 10−3×
C8H7Cl,
[1073-67-2],
"1,4-dichloro-2,5-dimethylbenzene",2.7×10−3
C8H8Cl2,1.2 ×10−2
[1124-05-6],4.6×10−3
"1,4-bis(trichloromethyl)benzene",7.9×10−1
C8H4Cl6,3.7×10−2
[68-36-0],1.1 10−1×
"α,α-dichloro-o-xylene",1.0 ×10−1
C8H8Cl2,
[612-12-4],
2-chlorostyrene,4.7 10−3×
C 8 H 7Cl,6.2 ×10−3
[2039-87-4],
octachlorostyrene,7.6 10−2×
C8Cl8,4.3×10−2
[29082-74-4],1.6×10−2
1-chloronaphthalene,2.8×10−2
C10H7Cl,2.8×10−3
[90-13-1],4.7×10−2
2-chloronaphthalene,3.0 −2×10
C10H7Cl,3.1 ×10−2
[91-58-7],1.5×10−2
"1,2,3-trichloronaphthalene",3.2×10−2
C10H5Cl3,
[1321-65-9],
"1,2,3,4-tetrachloronaphthalene",4.1 10−2×
C10H4Cl4,
[20020-02-4],
"1,2,3,4,5-pentachloronaphthalene",8.2×10−2
C10H3Cl5,
[1321-64-8],
"1,2,3,4,5,6-hexachloronaphthalene",1.1×10−1
C10H2Cl6,
[1335-87-1],
octachloronaphthalene,1.4 10−2×
C10Cl8,
[2234-13-1],
heptachlor,3.3×10
C10H5Cl7,2.6 ×10−2
[76-44-8],1.9 10−2×
"1,3-dichloronaphthalene",3.4 10−2×
C10H6Cl2,7.0×10−2
[2198-75-6],4.2×10−2
1-chloro-2-methyl-2-phenylpropane,2.0×10−3
C10H13Cl,9.5×10−3
[515-40-2],1.6×10−2
"1,3-dichloro-5-[(2S)-2,4,4,4-",8.4 10−2×
tetrachlorobutan-2-yl]benzene,
C10H8Cl6,6.1×10−2
[73588-42-8],1.5
"1,2,3,4,5,6,7,8,8-nonachloro-",3.9 10−1×
"2,3,3a,4,7,7a-hexahydro-4,7-methano-",
1H-indene,
C10H5Cl9,
(nonachlor),
[3734-49-4],
"1,1-dichloro-2,2-bis-(4-chlorophenyl)-",1.5
ethane,
C14H10Cl4,2.0
"(p,p’-DDD)",9.1×10−1
[72-54-8],1.5
mitotane,1.2
C14H10Cl4,1.6
"(o,p’-DDD)",5.6×102
[53-19-0],2.3 10−1×
"1,1-dichloro-2,2-bis-(4-chlorophenyl)-",2.4 ×10−1
ethene,
C14H8Cl4,2.4×10−1
"(p,p’-DDE)",2.9×10−2
[72-55-9],1.6 10−1×
"o,p’-DDE",3.9 ×10−1
C14H8Cl4,3.9 ×10−1
[3424-82-6],1.4 10−1×
"1,1,1-trichloro-2-(2-chlorophenyl)-2-",2.9
(4-chlorophenyl)ethane,
C14H9Cl5,1.9 ×10−2
"(o,p’-DDT)",
[789-02-6],
"1,1,1-trichloro-2,2-bis-(4-",9.1×10−1
chlorophenyl)-ethane,
C14H9Cl5,9.1×10−1
"(DDT; p,p’-DDT)",1.9×10−1
[50-29-3],9.0 10−1×
aldrin,6.7 10−2×
C12H8Cl6,4.3×10−2
[309-00-2],3.6 10−1×
isodrin,2.5 10−2×
C12H8Cl6,
[465-73-6],
"1,1’-(2,2-dichloroethylidene)bis[4-",5.8×10−2
ethylbenzene,
C18H20Cl2,
(perthane),
[72-56-0],
P,olychlorina
2-chlorobiphenyl,3.0×10−2
C 12 H 9Cl,2.3 ×10−2
(PCB-1),3.0×10−2
[2051-60-7],4.9 ×10−2
3-chlorobiphenyl,3.2×10−2
C12H9Cl,1.3 ×10−2
(PCB-2),1.3 ×10−2
[2051-61-8],1.3 ×10−2
4-chlorobiphenyl,2.8×10−2
C12H9Cl,4.2×10−2
(PCB-3),3.6 10−2×
[2051-62-9],2.9 10−2×
"2,2’-dichlorobiphenyl",4.6×10−2
C12H8Cl2,4.0 ×10−2
(PCB-4),2.9 10−2×
[13029-08-8],2.9×10−2
"2,3-dichlorobiphenyl",4.3×10−2
C12H8Cl2,2.1×10−2
(PCB-5),5.1×10−2
[16605-91-7],4.7×10−2
"2,3’-dichlorobiphenyl",4.3×10−2
C12H8Cl2,3.9×10−2
(PCB-6),3.2 10−2×
[25569-80-6],3.9 10−2×
"2,4-dichlorobiphenyl",3.7 10−2×
C12H8Cl2,2.8×10−2
(PCB-7),2.7 10−2×
[33284-50-3],3.0 10−2×
"2,4’-dichlorobiphenyl",3.8×10−2
C12H8Cl2,4.4×10−2
(PCB-8),2.6 ×10−2
[34883-43-7],1.9 10−2×
"2,5-dichlorobiphenyl",2.3 ×10−2
C12H8Cl2,2.5×10−2
(PCB-9),2.5 ×10−2
[34883-39-1],2.0 10−2×
"2,6-dichlorobiphenyl",1.2 10−2×
C12H8Cl2,2.1×10−2
(PCB-10),3.0 10−2×
[33146-45-1],1.9 10−2×
"3,3’-dichlorobiphenyl",4.2 −2×10
C12H8Cl2,4.2×10−2
(PCB-11),3.4×10−2
[2050-67-1],5.9 10−2×
"3,4-dichlorobiphenyl",7.0 ×10−2
C12H8Cl2,4.8×10−2
(PCB-12),4.8×10−2
[2974-92-7],2.0×10−2
"3,4’-dichlorobiphenyl",4.9×10−2
C12H8Cl2,8.5×10−2
(PCB-13),8.1 10−2×
[2974-90-5],9.5 ×10−2
"3,5-dichlorobiphenyl",2.7×10−2
C12H8Cl2,6.0×10−2
(PCB-14),5.0 10−2×
[34883-41-5],6.7 ×10−2
"4,4’-dichlorobiphenyl",7.0×10−2
C12H8Cl2,7.5×10−2
(PCB-15),5.0 10−2×
[2050-68-2],3.3×10−2
"2,2’,3-trichlorobiphenyl",4.2 10−2×
C 12 H7Cl3,4.1×10−2
(PCB-16),1.2 ×10−2
[38444-78-9],1.5 10−2×
"2,2’,4-trichlorobiphenyl",3.3 10−2×
C 12 H7Cl3,3.0×10−2
(PCB-17),4.0 10−2×
[37680-66-3],1.9×10−2
"2,2’,5-trichlorobiphenyl",3.9×10−2
C12H7Cl3,3.9×10−2
(PCB-18),2.6 10−2×
[37680-65-2],3.3 10−2×
"2,2’,6-trichlorobiphenyl",3.3 10−2×
C12H7Cl3,4.3 ×10−2
(PCB-19),3.3 ×10−2
[38444-73-4],2.5 ×10−3
"2,3,3’-trichlorobiphenyl",1.2×10−2
C12H7Cl3,2.0×10−2
(PCB-20),1.2 10−2×
[38444-84-7],5.8 10−2×
"2,3,4-trichlorobiphenyl",4.3 10−3×
C12H7Cl3,6.8 ×10−2
(PCB-21),7.9 10−2×
[55702-46-0],5.0×10−2
"2,3,4’-trichlorobiphenyl",3.4×10−2
C 12 H 7 Cl3,5.0 ×10−2
(PCB-22),1.3×10−2
[38444-85-8],6.5 10−2×
"2,3,5-trichlorobiphenyl",1.5×10−2
C 12 H 7 Cl3,3.9 ×10−2
(PCB-23),6.9 10−2×
[55720-44-0],4.7×10−2
"2,3,6-trichlorobiphenyl",3.3×10−2
C 12 H 7 Cl3,4.5 ×10−2
(PCB-24),3.1×10−2
[55702-45-9],7.7 10−3×
"2,3’,4-trichlorobiphenyl",3.3×10−2
C12H7Cl3,2.4×10−2
(PCB-25),2.8 ×10−2
[55712-37-3],3.9 10−2×
"2,3’,5-trichlorobiphenyl",3.5×10
C 12 H 7 Cl3,3.0 ×10−2
(PCB-26),3.0 ×10−2
[38444-81-4],2.9 10−2×
"2,3’,6-trichlorobiphenyl",3.5×10−2
C12H7Cl3,3.1×10−2
(PCB-27),2.4 10−2×
[38444-76-7],3.7 10−2×
"2,4,4’-trichlorobiphenyl",3.0 10−2×
C12H7Cl3,3.3 ×10−2
(PCB-28),2.3×10−2
[7012-37-5],1.4 10−2×
"2,4,5-trichlorobiphenyl",3.1×10−2
C12H7Cl3,3.3×10−2
(PCB-29),2.6 ×10−2
[15862-07-4],4.9×10−2
"2,4,6-trichlorobiphenyl",1.5 10−2×
C 12 H 7 Cl3,1.5 ×10−2
(PCB-30),8.5 ×10−3
[35693-92-6],2.0×10−2
"2,4’,5-trichlorobiphenyl",2.7 10−2×
C12H7Cl3,2.9×10−2
(PCB-31),3.4×10−2
[16606-02-3],5.2 10−2×
"2,4’,6-trichlorobiphenyl",1.2 10−2×
C 12 H 7 Cl3,2.7 ×10−2
(PCB-32),7.5×10−2
[38444-77-8],1.8 10−2×
"2,3’,4’-trichlorobiphenyl",3.6×10−2
C 12 H 7 Cl3,4.4 ×10−2
(PCB-33),2.5×10−2
[38444-86-9],1.3×10−2
"2,3’,5’-trichlorobiphenyl",1.3 10−2×
C12H7Cl3,3.4×10−2
(PCB-34),7.3 10−2×
[37680-68-5],1.1×10−1
"3,3’,4-trichlorobiphenyl",1.8 10−2×
C12H7Cl3,1.2×10−1
(PCB-35),9.5 ×10−2
[37680-69-6],5.9×10−2
"3,3’,5-trichlorobiphenyl",5.8 ×10−2
C 12 H7Cl3,1.3×10−2
(PCB-36),7.2×10−2
[38444-87-0],1.2 10−1×
"3,4,4’-trichlorobiphenyl",9.9 10−2×
C12H7Cl3,6.5×10−2
(PCB-37),1.2 10−2×
[38444-90-5],1.3×10−2
"3,4,5-trichlorobiphenyl",1.2×10−2
C12H7Cl3,1.3×10−1
(PCB-38),8.8 10−2×
[53555-66-1],5.2 10−2×
"3,4’,5-trichlorobiphenyl",1.2×10
C12H7Cl3,8.0×10−2
(PCB-39),6.6×10−2
[38444-88-1],4.4 ×10−2
"2,2’,3,3’-tetrachlorobiphenyl",3.6 10−2×
C12H6Cl4,9.9×10−2
(PCB-40),4.9 10−2×
[38444-93-8],4.9 10−2×
"2,2’,3,4-tetrachlorobiphenyl",4.9 10−2×
C12H 6 Cl4,1.6 ×10−2
(PCB-41),4.2×10−2
[52663-59-9],6.9×10−2
"2,2’,3,4’-tetrachlorobiphenyl",2.8×10−2
C12H6Cl4,5.0×10−2
(PCB-42),8.6×10−3
[36559-22-5],3.4×10−2
"2,2’,3,5-tetrachlorobiphenyl",1.3 10−2×
C12H6Cl4,2.4×10−2
(PCB-43),1.1 ×10−1
[70362-46-8],6.1 10−2×
"2,2’,3,5’-tetrachlorobiphenyl",3.6×10
C 12 H6Cl4,5.2×10−2
(PCB-44),1.3 10−2×
[41464-39-5],1.1 10−2×
"2,2’,3,6-tetrachlorobiphenyl",2.5×10−2
C12H6Cl4,3.8 ×10−3
(PCB-45),9.9×10−3
[70362-45-7],6.7 ×10−2
"2,2’,3,6’-tetrachlorobiphenyl",3.0 10−2×
C 12 H 6 Cl4,3.8 ×10−2
(PCB-46),9.1×10−4
[41464-47-5],1.4 10−2×
"2,2’,4,4’-tetrachlorobiphenyl",2.1 10−1×
C 12 H 6 Cl4,9.1 ×10−3
(PCB-47),1.8×10−1
[2437-79-8],5.2 ×10−2
"2,2’,4,5-tetrachlorobiphenyl",2.7×10
C12H6Cl4,3.9×10−2
(PCB-48),6.1 ×10−3
[70362-47-9],2.5 ×10−2
"2,2’,4,5’-tetrachlorobiphenyl",2.7×10−2
C12H6Cl4,3.6×10−2
(PCB-49),8.3 10−3×
[41464-40-8],5.0×10−2
"2,2’,4,6-tetrachlorobiphenyl",1.6 10−2×
C 12 H 6 Cl4,1.3 ×10−2
(PCB-50),9.9 10−3×
[62796-65-0],1.3×10−2
"2,2’,4,6’-tetrachlorobiphenyl",2.5 ×10−2
C12H6Cl4,9.9 ×10−3
(PCB-51),7.3 10−2×
[68194-04-7],3.8×10−2
"2,2’,5,5’-tetrachlorobiphenyl",3.5×10−2
C12H6Cl4,4.0×10−2
(PCB-52),3.2 10−2×
[35693-99-3],4.2×10−2
"2,2’,5,6’-tetrachlorobiphenyl",2.4×10−2
C 12 H 6 Cl4,2.4 ×10−2
(PCB-53),3.5×10−2
[41464-41-9],1.6 ×10−3
"2,2’,6,6’-tetrachlorobiphenyl",4.9 10−2×
C12H6Cl4,1.8 ×10−2
(PCB-54),1.8×10−2
[15968-05-5],1.0×10−4
"2,3,3’,4-tetrachlorobiphenyl",9.6 ×10−3
C12H6Cl4,8.7×10−2
(PCB-55),9.9×10−2
[74338-24-2],9.3×10−2
"2,3,3’,4’-tetrachlorobiphenyl",3.8×10−2
C12H6Cl4,6.1 ×10−2
(PCB-56),4.9×10−3
[41464-43-1],1.1 10−1×
"2,3,3’,5-tetrachlorobiphenyl",8.9 10−3×
C12H6Cl4,5.1×10−2
(PCB-57),1.4 ×10−1
[70424-67-8],7.8×10−2
"2,3,3’,5’-tetrachlorobiphenyl",2.3 ×10−3
C 12 H 6 Cl4,6.2 ×10−2
(PCB-58),1.5 10−1×
[41464-49-7],8.1 10−2×
"2,3,3’,6-tetrachlorobiphenyl",4.4 10−2×
C12H6Cl4,2.9×10−2
(PCB-59),8.3×10−2
[74472-33-6],8.3×10−2
"2,3,4,4’-tetrachlorobiphenyl",6.1 −2×10
C12H6Cl4,1.2 ×10−2
(PCB-60),2.9 10−3×
[33025-41-1],9.7 10−2×
"2,3,4,5-tetrachlorobiphenyl",4.9×10−2
C12H6Cl4,5.0×10−2
(PCB-61),4.9 10−3×
[33284-53-6],8.7×10−2
"2,3,4,6-tetrachlorobiphenyl",4.7×10−2
C 12 H6Cl4,7.1×10−3
(PCB-62),3.3×10−2
[54230-22-7],4.0×10−2
"2,3,4’,5-tetrachlorobiphenyl",2.5×10
C12H6Cl4,3.4×10−2
(PCB-63),9.4 10−3×
[74472-34-7],5.6 10−2×
"2,3,4’,6-tetrachlorobiphenyl",2.5×10−2
C12H6Cl4,5.8×10−2
(PCB-64),7.9 10−3×
[52663-58-8],3.2×10−2
"2,3,5,6-tetrachlorobiphenyl",4.9 10−3×
C12H6Cl4,3.7×10−2
(PCB-65),5.3 10−2×
[33284-54-7],7.6 ×10−2
"2,3’,4,4’-tetrachlorobiphenyl",2.7×10−2
C12H6Cl4,4.9×10−2
(PCB-66),3.0 10−3×
[32598-10-0],1.2 10−2×
"2,3’,4,5-tetrachlorobiphenyl",9.9×10−2
C12H6Cl4,1.6 ×10−2
(PCB-67),5.2 ×10−2
[73575-53-8],1.9 10−1×
"2,3’,4,5’-tetrachlorobiphenyl",7.2×10
C12H6Cl4,4.3×10−2
(PCB-68),8.7 10−2×
[73575-52-7],5.2×10−2
"2,3’,4,6-tetrachlorobiphenyl",1.9×10−2
C12H6Cl4,2.1×10−2
(PCB-69),7.9 ×10−2
[60233-24-1],4.8 10−2×
"2,3’,4’,5-tetrachlorobiphenyl",3.3×10−2
C12H6Cl4,9.9×10−2
(PCB-70),5.2 10−2×
[32598-11-1],4.0×10−3
"2,3’,4’,6-tetrachlorobiphenyl",1.8 10−2×
C12H 6 Cl4,4.4 ×10−2
(PCB-71),3.6 ×10−2
[41464-46-4],7.0×10−2
"2,3’,5,5’-tetrachlorobiphenyl",4.0 10−3×
C12H6Cl4,3.9×10−2
(PCB-72),1.2 10−1×
[41464-42-0],5.3 ×10−2
"2,3’,5’,6-tetrachlorobiphenyl",6.4×10−3
C 12 H 6 Cl4,2.6 ×10−2
(PCB-73),7.4 10−2×
[74338-23-1],6.0×10−2
"2,4,4’,5-tetrachlorobiphenyl",2.6×10
C 12 H 6 Cl4,9.9 ×10−2
(PCB-74),4.7×10−2
[32690-93-0],4.8×10−3
"2,4,4’,6-tetrachlorobiphenyl",2.1 ×10−2
C12H6Cl4,2.4×10−2
(PCB-75),2.4 ×10−2
[32598-12-2],4.4×10−2
"2,3’,4’,5’-tetrachlorobiphenyl",7.7 10−2×
C12H6Cl4,2.3×10−3
(PCB-76),8.2 10−2×
[70362-48-0],1.4×10−1
"3,3’,4,4’-tetrachlorobiphenyl",3.1 ×10−2
C12H6Cl4,1.8×10−2
(PCB-77),9.1 10−2×
[32598-13-3],2.9 10−2×
"3,3’,4,5-tetrachlorobiphenyl",5.1×10
C12H6Cl4,1.7 ×10−1
(PCB-78),1.7×10−1
[70362-49-1],7.5×10−2
"3,3’,4,5’-tetrachlorobiphenyl",3.8 ×10−3
C12H6Cl4,1.4×10−1
(PCB-79),2.5×10−1
[41464-48-6],1.9 10−1×
"3,3’,5,5’-tetrachlorobiphenyl",9.4 10−4×
C12H6Cl4,8.0×10−2
(PCB-80),2.6 ×10−1
[33284-52-5],5.2×10−2
"3,4,4’,5-tetrachlorobiphenyl",8.8 10−2×
C12H6Cl4,4.1×10−2
(PCB-81),2.0×10−3
[70362-50-4],1.9×10−1
"2,2’,3,3’,4-pentachlorobiphenyl",2.7×10−2
C12H5Cl5,8.4×10−2
(PCB-82),3.2×10−3
[52663-62-4],5.0×10−2
"2,2’,3,3’,5-pentachlorobiphenyl",2.3×10−2
C12H5Cl5,6.0×10−2
(PCB-83),7.7×10−3
[60145-20-2],4.7 10−2×
"2,2’,3,3’,6-pentachlorobiphenyl",5.7×10
C 12 H 5 Cl5,2.3 ×10−3
(PCB-84),1.9×10−2
[52663-60-2],1.3 10−1×
"2,2’,3,4,4’-pentachlorobiphenyl",2.3 10−2×
C12H5Cl5,1.5×10−1
(PCB-85),6.0×10−2
[65510-45-4],2.8 10−2×
"2,2’,3,4,5-pentachlorobiphenyl",8.9 ×10−3
C12H5Cl5,6.6×10−3
